,Fecha_Producción,ID_Bobina,Heat_No,Grado_Acero,Espesor_mm,Ancho_mm,Peso_kg,Posición_Muestra,Orientación,Tamaño_Probeta,Tipo_Entalla,Temp_Ensayo_C,Energía_J,Tipo_Fractura,%Shear,Operador,Máquina,Fecha_Calibración,Norma,C_%,Mn_%,Si_%,P_%,S_%
7509,2024-07-07,20240707-15,HN3719,DP600,3.41,1000,20802.0,Final,L,10x10x55,V,20,76.4,Dúctil,82,Ana,MCH-03,2023-11-08,ASTM E23,0.082,1.697,0.216,0.012,0.003
7510,2024-07-07,20240707-16,HN1947,S355MC,1.76,1500,21070.0,Inicio,T,10x10x55,V,-20,104.7,Mixta,81,Ana,MCH-01,2023-09-27,ISO 148-1,0.069,1.068,0.202,0.01,0.003
7511,2024-07-07,20240707-16,HN1947,S355MC,1.76,1500,21070.0,Final,L,10x10x55,V,0,116.2,Frágil,39,Juan,MCH-02,2023-10-18,ISO 148-1,0.069,1.068,0.202,0.01,0.003
7512,2024-07-07,20240707-17,HN9232,DP600,1.82,1250,20144.0,Inicio,L,10x10x55,V,-40,92.3,Frágil,63,Juan,MCH-01,2023-10-28,ISO 148-1,0.082,1.989,0.313,0.004,0.014
7513,2024-07-07,20240707-17,HN9232,DP600,1.82,1250,20144.0,Final,L,10x10x55,U,-20,82.9,Mixta,36,María,MCH-03,2023-12-28,ISO 148-1,0.082,1.989,0.313,0.004,0.014
7514,2024-07-07,20240707-18,HN3860,DC06_IF,2.42,1250,24861.0,Inicio,T,10x10x55,V,-40,55.3,Mixta,11,Juan,MCH-02,2023-11-22,ISO 148-1,0.0,0.209,0.008,0.011,0.018
7515,2024-07-07,20240707-18,HN3860,DC06_IF,2.42,1250,24861.0,Final,T,10x10x55,U,0,89.6,Frágil,35,Ana,MCH-02,2024-05-16,ISO 148-1,0.0,0.209,0.008,0.011,0.018
7516,2024-07-07,20240707-19,HN7583,DC06_IF,2.98,1000,22033.0,Inicio,T,10x10x55,V,0,64.7,Mixta,61,Carlos,MCH-03,2024-06-20,ASTM E23,0.001,0.254,0.016,0.019,0.005
7517,2024-07-07,20240707-19,HN7583,DC06_IF,2.98,1000,22033.0,Final,L,10x10x55,U,-40,55.6,Mixta,73,Juan,MCH-03,2024-04-14,ISO 148-1,0.001,0.254,0.016,0.019,0.005
7518,2024-07-07,20240707-20,HN6941,S235JR,2.78,1250,22553.0,Inicio,T,10x10x55,V,-20,136.7,Mixta,54,Carlos,MCH-01,2024-06-24,ISO 148-1,0.181,0.776,0.039,0.018,0.019
7519,2024-07-07,20240707-20,HN6941,S235JR,2.78,1250,22553.0,Final,T,10x10x55,U,20,121.4,Mixta,79,Juan,MCH-02,2024-02-29,ASTM E23,0.181,0.776,0.039,0.018,0.019
7520,2024-07-08,20240708-01,HN3419,DC06_IF,4.28,1500,18713.0,Inicio,L,10x10x55,U,20,49.1,Frágil,78,Juan,MCH-02,2024-05-30,ASTM E23,0.005,0.293,0.013,0.019,0.01
7521,2024-07-08,20240708-01,HN3419,DC06_IF,4.28,1500,18713.0,Final,T,10x10x55,U,-40,43.0,Mixta,2,Juan,MCH-01,2024-04-03,ISO 148-1,0.005,0.293,0.013,0.019,0.01
7522,2024-07-08,20240708-02,HN2431,DC06_IF,2.12,1500,21069.0,Inicio,T,10x10x55,V,0,65.9,Dúctil,9,Juan,MCH-03,2023-09-16,ISO 148-1,0.002,0.241,0.016,0.009,0.015
7523,2024-07-08,20240708-02,HN2431,DC06_IF,2.12,1500,21069.0,Final,L,10x10x55,U,-20,58.4,Frágil,93,María,MCH-01,2024-07-01,ASTM E23,0.002,0.241,0.016,0.009,0.015
7524,2024-07-08,20240708-03,HN5502,DC06_IF,2.83,1500,20230.0,Inicio,T,10x10x55,V,20,40.3,Mixta,27,Carlos,MCH-03,2024-02-07,ISO 148-1,0.002,0.215,0.003,0.011,0.019
7525,2024-07-08,20240708-03,HN5502,DC06_IF,2.83,1500,20230.0,Final,L,10x10x55,V,20,56.8,Mixta,66,Juan,MCH-02,2024-02-28,ISO 148-1,0.002,0.215,0.003,0.011,0.019
7526,2024-07-08,20240708-04,HN2844,DC06_IF,0.86,1250,22369.0,Inicio,L,10x10x55,V,20,47.2,Mixta,93,Ana,MCH-03,2024-04-23,ASTM E23,0.004,0.256,0.016,0.025,0.014
7527,2024-07-08,20240708-04,HN2844,DC06_IF,0.86,1250,22369.0,Final,L,10x10x55,V,20,47.7,Frágil,16,María,MCH-02,2023-09-21,ISO 148-1,0.004,0.256,0.016,0.025,0.014
7528,2024-07-08,20240708-05,HN3178,DC01,6.0,1250,19731.0,Inicio,T,10x10x55,U,-20,82.9,Frágil,42,Carlos,MCH-03,2024-01-27,ASTM E23,0.029,0.252,0.019,0.022,0.014
7529,2024-07-08,20240708-05,HN3178,DC01,6.0,1250,19731.0,Final,T,10x10x55,V,-20,53.3,Mixta,2,Carlos,MCH-03,2023-10-15,ISO 148-1,0.029,0.252,0.019,0.022,0.014
7530,2024-07-08,20240708-06,HN5393,S235JR,2.77,1250,18219.0,Inicio,T,10x10x55,U,20,157.7,Frágil,72,Juan,MCH-03,2024-01-15,ASTM E23,0.182,0.612,0.15,0.037,0.025
7531,2024-07-08,20240708-06,HN5393,S235JR,2.77,1250,18219.0,Final,L,10x10x55,V,0,135.0,Mixta,48,María,MCH-01,2024-02-26,ASTM E23,0.182,0.612,0.15,0.037,0.025
7532,2024-07-08,20240708-07,HN7389,S235JR,1.52,1500,21350.0,Inicio,T,10x10x55,V,-20,124.7,Dúctil,23,Carlos,MCH-01,2023-10-17,ISO 148-1,0.14,0.571,0.127,0.016,0.024
7533,2024-07-08,20240708-07,HN7389,S235JR,1.52,1500,21350.0,Final,L,10x10x55,U,-20,140.5,Mixta,6,Juan,MCH-02,2023-11-08,ASTM E23,0.14,0.571,0.127,0.016,0.024
7534,2024-07-08,20240708-08,HN6903,DP600,3.79,1000,18577.0,Inicio,L,10x10x55,U,-20,93.8,Dúctil,55,María,MCH-03,2024-01-14,ASTM E23,0.135,1.541,0.437,0.006,0.004
7535,2024-07-08,20240708-08,HN6903,DP600,3.79,1000,18577.0,Final,L,10x10x55,U,-20,93.7,Dúctil,95,Ana,MCH-01,2023-12-07,ISO 148-1,0.135,1.541,0.437,0.006,0.004
7536,2024-07-08,20240708-09,HN1294,DC01,0.5,1500,21552.0,Inicio,L,10x10x55,U,-40,65.5,Frágil,95,Ana,MCH-02,2024-05-25,ISO 148-1,0.001,0.302,0.016,0.029,0.002
7537,2024-07-08,20240708-09,HN1294,DC01,0.5,1500,21552.0,Final,T,10x10x55,U,20,79.5,Dúctil,99,Juan,MCH-02,2024-04-12,ASTM E23,0.001,0.302,0.016,0.029,0.002
7538,2024-07-08,20240708-10,HN9272,DC01,2.79,1250,24172.0,Inicio,L,10x10x55,U,-40,71.9,Dúctil,32,María,MCH-03,2024-02-24,ISO 148-1,0.04,0.475,0.018,0.023,0.015
7539,2024-07-08,20240708-10,HN9272,DC01,2.79,1250,24172.0,Final,L,10x10x55,U,0,78.9,Dúctil,83,Carlos,MCH-02,2024-04-03,ISO 148-1,0.04,0.475,0.018,0.023,0.015
7540,2024-07-08,20240708-11,HN6614,DP600,0.96,1000,21953.0,Inicio,L,10x10x55,V,-20,91.2,Dúctil,28,María,MCH-01,2024-07-04,ISO 148-1,0.07,1.774,0.375,0.002,0.0
7541,2024-07-08,20240708-11,HN6614,DP600,0.96,1000,21953.0,Final,T,10x10x55,U,0,83.9,Dúctil,27,Juan,MCH-01,2024-06-22,ISO 148-1,0.07,1.774,0.375,0.002,0.0
7542,2024-07-08,20240708-12,HN8883,S355MC,3.52,1000,21704.0,Inicio,L,10x10x55,U,20,99.8,Mixta,5,Carlos,MCH-02,2024-05-20,ASTM E23,0.102,1.16,0.218,0.022,0.003
7543,2024-07-08,20240708-12,HN8883,S355MC,3.52,1000,21704.0,Final,T,10x10x55,V,20,100.8,Dúctil,69,Carlos,MCH-02,2023-09-30,ASTM E23,0.102,1.16,0.218,0.022,0.003
7544,2024-07-08,20240708-13,HN6596,S235JR,1.83,1250,24843.0,Inicio,L,10x10x55,V,-20,129.8,Frágil,60,María,MCH-02,2023-09-26,ASTM E23,0.132,0.704,0.24,0.007,0.02
7545,2024-07-08,20240708-13,HN6596,S235JR,1.83,1250,24843.0,Final,L,10x10x55,V,-40,129.1,Mixta,25,Ana,MCH-03,2024-02-24,ISO 148-1,0.132,0.704,0.24,0.007,0.02
7546,2024-07-08,20240708-14,HN4135,DC01,0.68,1250,18037.0,Inicio,L,10x10x55,U,0,75.7,Dúctil,4,Carlos,MCH-01,2024-05-06,ISO 148-1,0.019,0.53,0.015,0.018,0.002
7547,2024-07-08,20240708-14,HN4135,DC01,0.68,1250,18037.0,Final,T,10x10x55,V,0,86.6,Frágil,94,María,MCH-01,2024-06-17,ASTM E23,0.019,0.53,0.015,0.018,0.002
7548,2024-07-08,20240708-15,HN2786,S235JR,2.23,1000,22534.0,Inicio,T,10x10x55,V,-40,127.4,Frágil,21,Carlos,MCH-03,2024-06-13,ASTM E23,0.184,0.513,0.141,0.009,0.03
7549,2024-07-08,20240708-15,HN2786,S235JR,2.23,1000,22534.0,Final,T,10x10x55,V,0,156.8,Frágil,40,María,MCH-03,2023-11-01,ISO 148-1,0.184,0.513,0.141,0.009,0.03
7550,2024-07-08,20240708-16,HN3089,DC06_IF,3.68,1250,22008.0,Inicio,L,10x10x55,U,20,71.0,Dúctil,12,Ana,MCH-03,2024-01-26,ISO 148-1,0.004,0.151,0.0,0.006,0.016
7551,2024-07-08,20240708-16,HN3089,DC06_IF,3.68,1250,22008.0,Final,L,10x10x55,U,20,47.3,Frágil,92,María,MCH-03,2024-05-30,ASTM E23,0.004,0.151,0.0,0.006,0.016
7552,2024-07-08,20240708-17,HN1165,DC01,2.11,1250,20271.0,Inicio,T,10x10x55,U,-40,61.2,Dúctil,26,Ana,MCH-03,2023-11-14,ISO 148-1,0.044,0.456,0.01,0.021,0.005
7553,2024-07-08,20240708-17,HN1165,DC01,2.11,1250,20271.0,Final,L,10x10x55,U,0,68.4,Dúctil,4,Carlos,MCH-01,2024-02-26,ISO 148-1,0.044,0.456,0.01,0.021,0.005
7554,2024-07-08,20240708-18,HN5153,S235JR,1.26,1500,22111.0,Inicio,L,10x10x55,V,-40,143.1,Mixta,10,Ana,MCH-03,2024-02-21,ISO 148-1,0.191,0.432,0.065,0.0,0.006
7555,2024-07-08,20240708-18,HN5153,S235JR,1.26,1500,22111.0,Final,L,10x10x55,U,0,156.4,Dúctil,24,María,MCH-01,2024-02-22,ASTM E23,0.191,0.432,0.065,0.0,0.006
7556,2024-07-08,20240708-19,HN9558,DP600,0.78,1000,22275.0,Inicio,L,10x10x55,V,-40,68.5,Mixta,76,Ana,MCH-01,2023-10-19,ISO 148-1,0.144,1.95,0.249,0.016,0.008
7557,2024-07-08,20240708-19,HN9558,DP600,0.78,1000,22275.0,Final,T,10x10x55,U,-20,93.8,Dúctil,41,Ana,MCH-02,2023-10-25,ASTM E23,0.144,1.95,0.249,0.016,0.008
7558,2024-07-08,20240708-20,HN9534,S235JR,0.93,1500,23714.0,Inicio,L,10x10x55,V,0,145.7,Frágil,27,Juan,MCH-02,2023-12-02,ASTM E23,0.156,0.739,0.071,0.034,0.029
7559,2024-07-08,20240708-20,HN9534,S235JR,0.93,1500,23714.0,Final,T,10x10x55,U,20,146.9,Dúctil,68,Juan,MCH-01,2024-01-18,ASTM E23,0.156,0.739,0.071,0.034,0.029
7560,2024-07-09,20240709-01,HN5171,S235JR,2.45,1500,24884.0,Inicio,L,10x10x55,U,-20,143.6,Frágil,0,Carlos,MCH-03,2023-12-23,ASTM E23,0.191,0.732,0.225,0.01,0.009
7561,2024-07-09,20240709-01,HN5171,S235JR,2.45,1500,24884.0,Final,L,10x10x55,U,20,116.6,Mixta,44,Ana,MCH-01,2024-04-27,ASTM E23,0.191,0.732,0.225,0.01,0.009
7562,2024-07-09,20240709-02,HN7115,DC01,0.64,1250,22247.0,Inicio,T,10x10x55,V,20,75.3,Mixta,84,Ana,MCH-03,2024-06-20,ISO 148-1,0.041,0.252,0.019,0.001,0.006
7563,2024-07-09,20240709-02,HN7115,DC01,0.64,1250,22247.0,Final,L,10x10x55,U,-40,59.1,Mixta,4,María,MCH-01,2024-01-29,ISO 148-1,0.041,0.252,0.019,0.001,0.006
7564,2024-07-09,20240709-03,HN7505,S355MC,2.95,1250,21955.0,Inicio,T,10x10x55,V,-40,99.7,Dúctil,18,Juan,MCH-02,2024-05-29,ISO 148-1,0.104,0.995,0.259,0.02,0.02
7565,2024-07-09,20240709-03,HN7505,S355MC,2.95,1250,21955.0,Final,T,10x10x55,U,-40,113.2,Mixta,83,María,MCH-03,2024-02-20,ISO 148-1,0.104,0.995,0.259,0.02,0.02
7566,2024-07-09,20240709-04,HN2351,DC06_IF,0.7,1250,20672.0,Inicio,T,10x10x55,U,-20,50.7,Frágil,11,María,MCH-03,2024-01-30,ISO 148-1,0.002,0.269,0.006,0.003,0.017
7567,2024-07-09,20240709-04,HN2351,DC06_IF,0.7,1250,20672.0,Final,L,10x10x55,V,20,50.0,Frágil,68,Carlos,MCH-02,2024-06-15,ISO 148-1,0.002,0.269,0.006,0.003,0.017
7568,2024-07-09,20240709-05,HN7097,DC01,5.51,1500,22188.0,Inicio,L,10x10x55,V,-20,64.6,Frágil,65,Carlos,MCH-01,2024-01-25,ISO 148-1,0.045,0.386,0.013,0.03,0.01
7569,2024-07-09,20240709-05,HN7097,DC01,5.51,1500,22188.0,Final,L,10x10x55,V,0,71.3,Dúctil,92,María,MCH-03,2024-04-17,ASTM E23,0.045,0.386,0.013,0.03,0.01
7570,2024-07-09,20240709-06,HN5245,S355MC,0.65,1250,21612.0,Inicio,T,10x10x55,V,20,118.1,Mixta,5,Juan,MCH-02,2024-07-01,ASTM E23,0.08,1.055,0.267,0.008,0.008
7571,2024-07-09,20240709-06,HN5245,S355MC,0.65,1250,21612.0,Final,T,10x10x55,V,0,124.7,Mixta,8,Ana,MCH-02,2024-07-07,ISO 148-1,0.08,1.055,0.267,0.008,0.008
7572,2024-07-09,20240709-07,HN5930,S235JR,2.6,1500,18241.0,Inicio,L,10x10x55,U,-20,142.2,Dúctil,87,Ana,MCH-03,2024-04-12,ISO 148-1,0.169,0.78,0.01,0.018,0.004
7573,2024-07-09,20240709-07,HN5930,S235JR,2.6,1500,18241.0,Final,T,10x10x55,U,-20,153.5,Frágil,62,Ana,MCH-01,2023-12-31,ISO 148-1,0.169,0.78,0.01,0.018,0.004
7574,2024-07-09,20240709-08,HN8114,S355MC,4.89,1500,23009.0,Inicio,L,10x10x55,U,-20,122.7,Dúctil,76,Carlos,MCH-01,2024-04-28,ISO 148-1,0.073,0.906,0.292,0.015,0.0
7575,2024-07-09,20240709-08,HN8114,S355MC,4.89,1500,23009.0,Final,L,10x10x55,U,-40,102.7,Dúctil,81,Ana,MCH-01,2024-06-13,ASTM E23,0.073,0.906,0.292,0.015,0.0
7576,2024-07-09,20240709-09,HN8894,DC01,1.29,1500,20910.0,Inicio,T,10x10x55,V,-20,83.7,Dúctil,62,María,MCH-02,2024-04-22,ISO 148-1,0.103,0.528,0.014,0.014,0.007
7577,2024-07-09,20240709-09,HN8894,DC01,1.29,1500,20910.0,Final,L,10x10x55,U,-20,62.6,Dúctil,62,María,MCH-02,2024-06-20,ASTM E23,0.103,0.528,0.014,0.014,0.007
7578,2024-07-09,20240709-10,HN1575,DC01,2.12,1250,24173.0,Inicio,T,10x10x55,V,20,71.8,Dúctil,49,Ana,MCH-02,2023-12-12,ISO 148-1,0.106,0.582,0.011,0.026,0.023
7579,2024-07-09,20240709-10,HN1575,DC01,2.12,1250,24173.0,Final,L,10x10x55,V,-20,77.8,Mixta,86,Carlos,MCH-01,2024-02-07,ISO 148-1,0.106,0.582,0.011,0.026,0.023
7580,2024-07-09,20240709-11,HN9200,DC06_IF,2.31,1250,22260.0,Inicio,T,10x10x55,V,0,57.2,Dúctil,72,Ana,MCH-01,2024-04-06,ISO 148-1,0.004,0.151,0.015,0.022,0.019
7581,2024-07-09,20240709-11,HN9200,DC06_IF,2.31,1250,22260.0,Final,L,10x10x55,U,-40,36.2,Mixta,51,María,MCH-02,2023-10-28,ISO 148-1,0.004,0.151,0.015,0.022,0.019
7582,2024-07-09,20240709-12,HN2730,DC01,0.72,1000,23891.0,Inicio,T,10x10x55,U,20,84.3,Frágil,100,María,MCH-02,2023-09-23,ISO 148-1,0.017,0.293,0.003,0.012,0.018
7583,2024-07-09,20240709-12,HN2730,DC01,0.72,1000,23891.0,Final,T,10x10x55,U,-40,64.3,Mixta,22,María,MCH-03,2023-11-26,ASTM E23,0.017,0.293,0.003,0.012,0.018
7584,2024-07-09,20240709-13,HN2722,S235JR,1.25,1000,24617.0,Inicio,L,10x10x55,U,-40,146.9,Mixta,30,Ana,MCH-02,2024-03-14,ISO 148-1,0.15,0.489,0.088,0.032,0.033
7585,2024-07-09,20240709-13,HN2722,S235JR,1.25,1000,24617.0,Final,T,10x10x55,U,-20,139.5,Frágil,85,Juan,MCH-01,2023-11-19,ASTM E23,0.15,0.489,0.088,0.032,0.033
7586,2024-07-09,20240709-14,HN3151,DC01,5.61,1250,23717.0,Inicio,L,10x10x55,U,0,77.2,Dúctil,12,Carlos,MCH-01,2024-06-15,ASTM E23,0.053,0.537,0.006,0.004,0.003
7587,2024-07-09,20240709-14,HN3151,DC01,5.61,1250,23717.0,Final,T,10x10x55,V,-20,55.4,Dúctil,45,María,MCH-01,2024-02-26,ASTM E23,0.053,0.537,0.006,0.004,0.003
7588,2024-07-09,20240709-15,HN7735,DP600,0.53,1250,22782.0,Inicio,T,10x10x55,U,0,95.1,Mixta,68,Juan,MCH-03,2023-11-28,ISO 148-1,0.099,1.873,0.198,0.013,0.008
7589,2024-07-09,20240709-15,HN7735,DP600,0.53,1250,22782.0,Final,L,10x10x55,U,-20,72.3,Dúctil,93,Juan,MCH-02,2023-10-15,ISO 148-1,0.099,1.873,0.198,0.013,0.008
7590,2024-07-09,20240709-16,HN8088,DC06_IF,1.34,1250,23837.0,Inicio,L,10x10x55,U,-20,36.7,Mixta,65,Carlos,MCH-03,2023-11-11,ISO 148-1,0.002,0.291,0.019,0.005,0.012
7591,2024-07-09,20240709-16,HN8088,DC06_IF,1.34,1250,23837.0,Final,L,10x10x55,U,20,59.1,Dúctil,9,Juan,MCH-02,2024-03-27,ASTM E23,0.002,0.291,0.019,0.005,0.012
7592,2024-07-09,20240709-17,HN8346,DP600,1.5,1000,19935.0,Inicio,L,10x10x55,U,20,89.1,Frágil,34,Ana,MCH-03,2023-10-02,ASTM E23,0.113,1.618,0.331,0.016,0.008
7593,2024-07-09,20240709-17,HN8346,DP600,1.5,1000,19935.0,Final,T,10x10x55,U,0,95.2,Frágil,44,Ana,MCH-01,2024-03-18,ASTM E23,0.113,1.618,0.331,0.016,0.008
7594,2024-07-09,20240709-18,HN3954,S235JR,4.57,1250,18088.0,Inicio,T,10x10x55,V,0,140.4,Dúctil,33,Juan,MCH-03,2024-02-27,ASTM E23,0.132,0.386,0.122,0.036,0.024
7595,2024-07-09,20240709-18,HN3954,S235JR,4.57,1250,18088.0,Final,L,10x10x55,V,0,136.5,Frágil,0,Carlos,MCH-03,2024-05-03,ISO 148-1,0.132,0.386,0.122,0.036,0.024
7596,2024-07-09,20240709-19,HN8585,S355MC,5.56,1000,18045.0,Inicio,L,10x10x55,U,-20,110.6,Mixta,76,Juan,MCH-03,2024-04-05,ISO 148-1,0.118,1.034,0.126,0.02,0.023
7597,2024-07-09,20240709-19,HN8585,S355MC,5.56,1000,18045.0,Final,L,10x10x55,V,-40,103.9,Mixta,15,Carlos,MCH-02,2024-07-06,ASTM E23,0.118,1.034,0.126,0.02,0.023
7598,2024-07-09,20240709-20,HN7691,DP600,2.98,1500,18513.0,Inicio,T,10x10x55,V,20,72.3,Mixta,60,Ana,MCH-01,2024-06-26,ISO 148-1,0.099,1.538,0.109,0.015,0.002
7599,2024-07-09,20240709-20,HN7691,DP600,2.98,1500,18513.0,Final,T,10x10x55,V,-20,101.7,Dúctil,35,Carlos,MCH-02,2024-07-01,ASTM E23,0.099,1.538,0.109,0.015,0.002
7600,2024-07-10,20240710-01,HN8158,S355MC,4.01,1000,22026.0,Inicio,L,10x10x55,V,0,109.9,Dúctil,91,Carlos,MCH-01,2023-10-18,ASTM E23,0.091,1.069,0.134,0.005,0.005
7601,2024-07-10,20240710-01,HN8158,S355MC,4.01,1000,22026.0,Final,L,10x10x55,U,-40,84.9,Dúctil,29,María,MCH-03,2023-12-20,ASTM E23,0.091,1.069,0.134,0.005,0.005
7602,2024-07-10,20240710-02,HN9541,S355MC,5.38,1250,20286.0,Inicio,T,10x10x55,U,20,120.1,Dúctil,3,Juan,MCH-01,2023-11-11,ISO 148-1,0.094,1.394,0.161,0.028,0.017
7603,2024-07-10,20240710-02,HN9541,S355MC,5.38,1250,20286.0,Final,L,10x10x55,V,0,116.9,Dúctil,21,Ana,MCH-02,2023-10-22,ASTM E23,0.094,1.394,0.161,0.028,0.017
7604,2024-07-10,20240710-03,HN6009,S235JR,1.87,1000,21407.0,Inicio,L,10x10x55,V,20,155.8,Dúctil,99,Juan,MCH-03,2024-05-28,ISO 148-1,0.148,0.608,0.124,0.033,0.037
7605,2024-07-10,20240710-03,HN6009,S235JR,1.87,1000,21407.0,Final,L,10x10x55,V,20,133.9,Frágil,81,Carlos,MCH-02,2024-01-06,ISO 148-1,0.148,0.608,0.124,0.033,0.037
7606,2024-07-10,20240710-04,HN2578,S355MC,0.6,1500,23916.0,Inicio,T,10x10x55,V,-20,108.5,Frágil,63,Ana,MCH-02,2024-02-03,ISO 148-1,0.082,0.972,0.174,0.017,0.022
7607,2024-07-10,20240710-04,HN2578,S355MC,0.6,1500,23916.0,Final,T,10x10x55,V,-20,120.2,Mixta,76,María,MCH-02,2023-10-18,ISO 148-1,0.082,0.972,0.174,0.017,0.022
7608,2024-07-10,20240710-05,HN2976,S235JR,5.21,1000,21542.0,Inicio,L,10x10x55,U,-20,136.5,Frágil,40,Ana,MCH-03,2023-12-08,ISO 148-1,0.198,0.725,0.152,0.018,0.04
7609,2024-07-10,20240710-05,HN2976,S235JR,5.21,1000,21542.0,Final,L,10x10x55,V,-20,128.8,Frágil,45,María,MCH-01,2023-12-16,ISO 148-1,0.198,0.725,0.152,0.018,0.04
7610,2024-07-10,20240710-06,HN2457,DP600,2.34,1500,21597.0,Inicio,T,10x10x55,U,-20,83.9,Dúctil,66,Juan,MCH-02,2023-09-16,ASTM E23,0.143,1.999,0.493,0.006,0.002
7611,2024-07-10,20240710-06,HN2457,DP600,2.34,1500,21597.0,Final,L,10x10x55,U,-20,93.2,Mixta,4,Juan,MCH-03,2024-04-12,ASTM E23,0.143,1.999,0.493,0.006,0.002
7612,2024-07-10,20240710-07,HN2720,DC01,5.89,1500,23635.0,Inicio,L,10x10x55,V,20,67.0,Frágil,1,Carlos,MCH-02,2023-11-14,ASTM E23,0.07,0.423,0.023,0.021,0.012
7613,2024-07-10,20240710-07,HN2720,DC01,5.89,1500,23635.0,Final,L,10x10x55,U,0,77.8,Mixta,26,Ana,MCH-03,2023-12-01,ISO 148-1,0.07,0.423,0.023,0.021,0.012
7614,2024-07-10,20240710-08,HN8214,DC01,2.96,1500,19493.0,Inicio,T,10x10x55,U,-20,85.1,Mixta,63,Ana,MCH-02,2023-12-05,ISO 148-1,0.047,0.282,0.017,0.014,0.014
7615,2024-07-10,20240710-08,HN8214,DC01,2.96,1500,19493.0,Final,T,10x10x55,V,-20,72.4,Dúctil,89,María,MCH-02,2023-11-27,ISO 148-1,0.047,0.282,0.017,0.014,0.014
7616,2024-07-10,20240710-09,HN7893,DC06_IF,1.64,1250,19086.0,Inicio,T,10x10x55,V,-20,53.5,Mixta,85,Ana,MCH-03,2024-04-10,ASTM E23,0.004,0.154,0.002,0.018,0.01
7617,2024-07-10,20240710-09,HN7893,DC06_IF,1.64,1250,19086.0,Final,L,10x10x55,U,20,27.3,Mixta,54,Juan,MCH-02,2023-12-23,ISO 148-1,0.004,0.154,0.002,0.018,0.01
7618,2024-07-10,20240710-10,HN7092,S355MC,4.92,1500,21254.0,Inicio,T,10x10x55,U,20,107.7,Dúctil,37,Ana,MCH-03,2024-03-22,ISO 148-1,0.094,1.051,0.235,0.008,0.0
7619,2024-07-10,20240710-10,HN7092,S355MC,4.92,1500,21254.0,Final,T,10x10x55,U,-20,99.5,Dúctil,66,Carlos,MCH-03,2024-04-12,ASTM E23,0.094,1.051,0.235,0.008,0.0
7620,2024-07-10,20240710-11,HN1869,DC06_IF,3.16,1500,22579.0,Inicio,T,10x10x55,V,0,52.7,Dúctil,39,María,MCH-03,2023-10-04,ASTM E23,0.004,0.224,0.011,0.009,0.008
7621,2024-07-10,20240710-11,HN1869,DC06_IF,3.16,1500,22579.0,Final,T,10x10x55,V,20,59.8,Mixta,94,María,MCH-02,2024-05-08,ISO 148-1,0.004,0.224,0.011,0.009,0.008
7622,2024-07-10,20240710-12,HN9251,DC01,3.49,1500,24771.0,Inicio,L,10x10x55,U,0,84.4,Mixta,80,María,MCH-02,2023-11-26,ISO 148-1,0.095,0.348,0.019,0.003,0.017
7623,2024-07-10,20240710-12,HN9251,DC01,3.49,1500,24771.0,Final,T,10x10x55,U,-20,64.6,Dúctil,10,Carlos,MCH-02,2024-03-01,ASTM E23,0.095,0.348,0.019,0.003,0.017
7624,2024-07-10,20240710-13,HN6548,DC01,2.85,1500,24041.0,Inicio,T,10x10x55,V,-20,80.0,Dúctil,16,Ana,MCH-01,2023-12-27,ASTM E23,0.017,0.55,0.02,0.004,0.008
7625,2024-07-10,20240710-13,HN6548,DC01,2.85,1500,24041.0,Final,L,10x10x55,U,20,47.8,Frágil,86,Ana,MCH-02,2024-01-04,ASTM E23,0.017,0.55,0.02,0.004,0.008
7626,2024-07-10,20240710-14,HN5750,DC06_IF,4.86,1250,19457.0,Inicio,T,10x10x55,V,-40,28.6,Mixta,87,Carlos,MCH-01,2024-05-19,ASTM E23,0.001,0.247,0.019,0.002,0.007
7627,2024-07-10,20240710-14,HN5750,DC06_IF,4.86,1250,19457.0,Final,L,10x10x55,V,-40,53.0,Frágil,37,Juan,MCH-03,2023-09-21,ISO 148-1,0.001,0.247,0.019,0.002,0.007
7628,2024-07-10,20240710-15,HN5567,DP600,0.61,1500,22582.0,Inicio,T,10x10x55,V,-20,86.6,Mixta,4,Juan,MCH-02,2024-03-11,ISO 148-1,0.107,1.803,0.464,0.01,0.004
7629,2024-07-10,20240710-15,HN5567,DP600,0.61,1500,22582.0,Final,T,10x10x55,V,0,95.1,Mixta,62,María,MCH-03,2024-04-06,ASTM E23,0.107,1.803,0.464,0.01,0.004
7630,2024-07-10,20240710-16,HN1717,S235JR,5.59,1000,20097.0,Inicio,T,10x10x55,U,-20,152.8,Frágil,0,María,MCH-03,2024-01-14,ISO 148-1,0.122,0.669,0.148,0.034,0.012
7631,2024-07-10,20240710-16,HN1717,S235JR,5.59,1000,20097.0,Final,L,10x10x55,U,0,148.7,Mixta,70,Juan,MCH-01,2023-11-05,ISO 148-1,0.122,0.669,0.148,0.034,0.012
7632,2024-07-10,20240710-17,HN8633,DC01,0.63,1500,19317.0,Inicio,L,10x10x55,U,20,67.8,Frágil,90,Ana,MCH-03,2023-11-19,ISO 148-1,0.053,0.55,0.016,0.015,0.002
7633,2024-07-10,20240710-17,HN8633,DC01,0.63,1500,19317.0,Final,L,10x10x55,V,-40,52.2,Dúctil,59,Ana,MCH-03,2024-01-21,ISO 148-1,0.053,0.55,0.016,0.015,0.002
